,Words,Frequency
1542,['KussKussKuss'],1
1543,['Strand'],12
1544,"['Scheiss', 'drauf', 'Mallorca', 'nur', 'einmal', 'Jahr']",3
1545,['Programmiert'],1
1546,"['New', 'York', 'Rio', 'Rosenheim']",1
1547,"['Hören', 'hören']",1
1548,"['letzter', 'Blick']",1
1549,"['Geschichte', 'bleiben', 'Geschichte']",1
1550,['Whatever'],18
1551,"['Liebs', 'Lass']",6
1552,"['Stress', 'Grund']",2
1553,['Wachstum'],1
1554,['Ascheregen'],9
1555,['schön'],39
1556,"['können', 'nehmen']",12
1557,"['Springfield', '']",1
1558,"['Bruce', 'Wayne']",1
1559,['Kornblum'],2
1560,['hashtag'],1
1561,['Fehlerfrei'],6
1562,"['Big', 'Bang']",1
1563,['traun'],1
1564,['Hinterland'],4
1565,"['Elektrotitte', '', '', 'Volt']",1
1566,"['rennen', 'Stolper']",4
1567,"['lass', 'Licht']",27
1568,"['Lass', 'gehen']",21
1569,['Fremde'],1
1570,"['enden', 'nie', 'Musik']",1
1571,['Vampir'],1
1572,['Marathon'],2
1573,"['atemlos', 'Nacht']",71
1574,['Echo'],7
1575,"['Keep', 'Calm', 'Fuck']",5
1576,"['Kölsche', 'Jung']",4
1577,"['verdammt', 'Welt']",1
1578,"['immer', 'immer']",7
1579,['Aschenflug'],3
1580,['Zuhaus'],14
1581,['Stein'],13
1582,['Haut'],43
1583,"['bengalisch', 'Tiger']",1
1584,['lieber'],2
1585,"['Kids', '', 'Finger', 'Kopf']",19
1586,['Arbeit'],1
1587,"['immer', 'regnen', 'MTV', 'Unplugged']",2
1588,"['Stille', 'Nacht']",1
1589,['Kopfvilla'],1
1590,"['Bitte', 'Spitte', 'Toi', 'Lab']",1
1591,"['Swing', 'Ding']",1
1592,"['Gelobtes', 'Land']",1
1593,"['wär', 'erster', 'Mal']",3
1594,['OMG'],14
1595,"['Gangsta', 'Rap', 'King']",1
1596,['Lutsch'],1
1597,"['Lass', 'mal', 'Papa', 'machen']",2
1598,"['nur', 'vorne', 'gehen']",1
1599,"['wollen', 'hier']",1
1600,['Alpha'],6
1601,"['St', 'Pauli']",9
1602,"['King', 'Killa']",1
1603,['Blank'],1
1604,"['aK', 'Wandschrank']",4
1605,"['Kanax', 'Moskau']",1
1606,['Isso'],6
1607,"['Joko', 'Diss']",1
1608,['King'],10
1609,"['Au', 'revoir']",45
1610,"['Wat', 'is', 'los']",1
1611,['Boss'],2
1612,['Ultraleicht'],2
1613,"['anderer', 'Weg']",35
1614,['Grundlos'],1
1615,['Flash'],30
1616,"['Bauch', 'Kopf']",10
1617,"['Lamborghini', 'Kickdown']",1
1618,['Karate'],1
1619,"['Geh', 'mal', 'Bier', 'hol', 'GmBh']",3
1620,['Licht'],2
1621,"['kommen', 'holen']",1
1622,['Melodie'],6
1623,"['Bad', 'Chick']",15
1624,"['Hey', 'Girl']",7
1625,"['voll', 'süss']",1
1626,['Wölfe'],3
1627,"['verdammen', 'normal']",1
1628,['freidrehen'],2
1629,"['Baby', 'riechsen']",2
1630,"['Bleib', 'Schule']",1
1631,['Mula'],1
1632,"['Herz', 'verlieren']",1
1633,['Beautiful'],1
1634,['AWG'],1
1635,['iDisco'],1
1636,['Fang'],1
1637,"['ne', 'Musik']",3
1638,"['brechen', 'Seele']",1
1639,"['rollen', 'meim', 'Besten', 'Remix']",1
1640,"['jetzt', 'Teufel', 'los']",1
1641,['brennen'],15
1642,"['denken', 'gross']",3
1643,"['unvergessen', 'unvergänglich', 'lebenslänglich']",1
1644,"['verlieben', 'falsch', 'Mädchen']",2
1645,"['Like', 'Arsch']",2
1646,['Doppelkinn'],1
1647,"['genau', 'jetzt']",1
1648,"['Butterfly', 'Effect']",1
1649,"['schützend', 'Engel']",1
1650,"['Schwung', 'Kiste']",7
1651,"['Herz', 'Kopf']",37
1652,"['wirklich', 'bleiben']",3
1653,"['Leben', 'schön']",1
1654,['forrest'],1
1655,"['Geile', 'Leben']",42
1656,['Hulapalu'],44
1657,"['', 'Main', 'St']",1
1658,"['Boom', 'Boom', 'Boom']",1
1659,['Ackan'],1
1660,"['Ne', 'Sekunde', 'Sommer']",3
1661,['Schlaflied'],1
1662,"['mitten', 'Jahr']",2
1663,"['Tango', 'hören']",5
1664,['real'],5
1665,['Hasso'],3
1666,"['riechst', 'gut', '']",8
1667,['Nimmerland'],1
1668,"['Bye', 'Bye']",23
1669,"['Shindy', 'Balkan', 'Mix']",1
1670,"['Hurra', 'Welt', 'gehen']",9
1671,['Lieblingsmensch'],30
1672,['Astronaut'],34
1673,['geht'],1
1674,"['wollen', 'nur', 'weißen']",39
1675,"['immer', 'lachen']",41
1676,['grenzenlos'],1
1677,"['Leichtes', 'Gepäck']",15
1678,"['oft', 'fragen']",20
1679,"['John', 'Gotti']",1
1680,"['denk', 'Kind']",2
1681,"['nur', 'Lied']",2
1682,['Polizei'],4
1683,['Stimme'],25
1684,"['Empire', 'Business']",1
1685,['Blutdiamante'],1
1686,"['Bye', 'Bye', 'Mr', 'President']",1
1687,"['Jeck', 'Yeah']",1
1688,['Lebenskraft'],1
1689,"['Intro', 'Zuhältertape', 'Vol', '']",1
1690,"['Geboren', 'lieben']",5
1691,"['Nacht', 'Sünde', 'wert']",1
1692,"['', '']",11
1693,"['Leev', 'Marie']",1
1694,['Pocahontas'],3
1695,"['', 'Million']",18
1696,"['Seite', 'Seite']",3
1697,['sterbn'],3
1698,"['Lass', 'tanzen', 'Square', 'Dance']",6
1699,['gross'],20
1700,['Musik'],18
1701,['Glücksmoment'],6
1702,['Holland'],14
1703,"['Sex', 'Grund']",7
1704,['Ahnma'],24
1705,['sowieso'],17
1706,['Chöre'],21
1707,"['Johnny', 'Däpp']",1
1708,['Holz'],22
1709,"['Stoff', 'Schnaps']",11
1710,"['Palme', 'Plastik']",32
1711,['Roli'],4
1712,"['Ruhe', 'Sturm']",1
1713,['Scheissmelodie'],4
1714,['einmal'],13
1715,['Geschenk'],7
1716,['Poß'],2
1717,['Mörder'],10
1718,['Bang'],1
1719,['Maschine'],15
1720,['Neuanfang'],2
1721,"['Ciao', 'ciao']",1
1722,['Team'],41
1723,['Erblindet'],1
1724,['Skimaske'],1
1725,['Kokaina'],24
1726,"['Erklär', 'Liebe']",11
1727,"['Steady', '']",10
1728,['Leer'],3
1729,['Triumph'],1
1730,['Mosquito'],1
1731,['TelVision'],1
1732,['Masafaka'],1
1733,"['Palme', 'Gold']",10
1734,"['IPhone', '']",11
1735,['brauch'],1
1736,"['Benz', 'AMG']",1
1737,"['Liebe', 'Stadt']",1
1738,"['Bitteres', 'Manifest']",1
1739,"['Nummer', 'Eins']",2
1740,['irgendwas'],2
1741,['Kaiseraura'],1
1742,['Pharao'],1
1743,['Aventador'],5
1744,"['American', 'Express']",1
1745,['Skandal'],1
1746,"['Lauf', 'Baby', 'lauf']",1
1747,['Safari'],3
1748,['Atrami'],1
1749,"['groß', 'Kaliber']",1
1750,"['schön', 'kaputt']",3
1751,['Cazal'],3
1752,['Diamant'],3
1753,"['Nummer', '']",12
1754,"['mehr', 'Job']",3
1755,['alien'],1
1756,"['hier', 'noch', 'weiter']",8
1757,['Wolke'],1
1758,['Stress'],1
1759,['Gang'],1
1760,"['Mensch', 'Leben', 'tanzen', 'Welt']",2
1761,"['Plem', 'Plem']",1
1762,['Achterbahn'],2
1763,['LFR'],5
1764,['Kontrollier'],9
1765,['Wannsee'],1
1766,"['Laune', 'Natur']",1
1767,['Pate'],1
1768,"['Geld', 'muss', 'Weg']",3
1769,"['Halt', 'Uhr']",1
1770,"['Louis', 'Louis']",12
1771,['Bros'],12
1772,['Murcielago'],12
1773,"['Sodom', 'Gomorrha']",3
1774,['Papa'],6
1775,['blaue'],8
1776,['Unendlichkeit'],18
1777,"['Black', 'Friday']",1
1778,"['echt', 'Berliner']",1
1779,['moonwalk'],1
1780,['CCNDNA'],1
1781,"['Oma', 'Lis']",1
1782,['willst'],22
1783,['heute'],23
1784,['Tabasco'],1
1785,"['voll', 'Ding']",1
1786,"['Nice', 'Girl', '', '']",12
1787,"['nur', 'noch', 'Gucci']",3
1788,['Jungz'],6
1789,"['High', 'Life']",2
1790,['Sitzheizung'],2
1791,"['', 'Batz']",2
1792,['probieren'],3
1793,['Bargeld'],1
1794,['Knöcheltief'],13
1795,"['Olé', 'olé']",7
1796,['Primo'],24
1797,"['anderer', 'Liga']",6
1798,['Root'],1
1799,"['Kleiner', 'Cabrón']",13
1800,['Señorita'],23
1801,['Grossstadtdschungel'],1
1802,['Telefon'],6
1803,['GottSeiDank'],7
1804,['Yakuza'],2
1805,"['Liebe', 'heißen']",1
1806,['Kogong'],10
1807,"['letzter', 'Liebe']",2
1808,"['neu', 'Welt']",3
1809,['Montpellier'],2
1810,"['Sturmmask', 'Intro']",9
1811,"['Zieh', 'Rucksack']",9
1812,"['zweistellig', 'Haftstrafe']",1
1813,"['Liebe', 'nennst']",34
1814,"['Soldat', '', '']",9
1815,"['gut', '', 'Cent']",1
1816,"['schnell', 'machen']",4
1817,"['sterben', 'kannst', 'überall']",1
1818,['vorankommen'],5
1819,"['Asche', 'Staub', 'Psycho', 'Nikoro']",2
1820,"['Mon', 'chéri']",4
1821,['Gamechanger'],5
1822,['Allstar'],2
1823,['Antiwillkommus'],1
1824,['Tiffany'],4
1825,['Doggy'],3
1826,"['Ave', 'Maria']",3
1827,"['Rap', 'wieder', 'Rap']",2
1828,['Studiogangster'],1
1829,"['Jung', 'brutal', 'gutaussehend', '']",1
1830,"['Gegner', 'Boden', 'liegen']",1
1831,['Düsseldorfer'],1
1832,['Jagdsaison'],1
1833,['Frontload'],1
1834,"['letzter', 'Gangsterrapcrew']",1
1835,['Massephas'],1
1836,['Warlordz'],1
1837,"['deutsch', 'Großstadt']",1
1838,"['Älter', 'brutal', 'skrupellos', 'Outro']",1
1839,['Leiser'],17
1840,"['sag', 'nix']",9
1841,['Gjynah'],2
1842,"['', 'Schuss']",1
1843,"['Gotham', 'City']",8
1844,['Waffe'],6
1845,"['Qa', 'Bone']",14
1846,['FML'],2
1847,"['Peter', 'Pan', '']",4
1848,['Data'],1
1849,['AMG'],15
1850,['Wäwä'],1
1851,"['Beverly', 'Hills']",8
1852,"['Airmax', 'Kopf']",3
1853,['denken'],3
1854,"['Kette', 'Cartier']",1
1855,['Corleone'],4
1856,['Magisch'],19
1857,['Balenciaga'],3
1858,['Ayé'],2
1859,"['frisch', 'Block']",1
1860,"['Schuß', 'Benz']",1
1861,['Kriminell'],8
1862,['Power'],3
1863,['zusammen'],22
1864,['Hunger'],2
1865,"['Drück', 'drück']",5
1866,['Überlebt'],4
1867,"['Villa', 'Weiss']",1
1868,"['dick', 'Lippe']",1
1869,"['', 'Song', 'Nacht']",14
1870,['Eloah'],5
1871,['Wunder'],13
1872,"['All', 'Eyez', 'On', 'Us']",1
1873,['Rohdiamant'],1
1874,['Kontostand'],1
1875,"['Like', 'Lion']",1
1876,['maserati'],3
1877,"['Mama', 'Baba']",1
1878,['erleben'],6
1879,['Setz'],1
1880,['Neymar'],22
1881,['Nike'],1
1882,['Königlich'],2
1883,['fame'],27
1884,['phänomenal'],9
1885,['Legende'],1
1886,['Chinchilla'],6
1887,"['Bugatti', 'Veyron']",1
1888,"['Netflix', 'Chill']",4
1889,"['One', 'Night', 'Stand']",18
1890,['Casanova'],22
1891,"['nur', 'Echt']",2
1892,"['niemals', 'satt']",1
1893,['Halftim'],1
1894,['Picco'],2
1895,"['Berlin', 'leben']",7
1896,['Had'],2
1897,['Crew'],1
1898,['Sonnenbrille'],9
1899,['Balla'],1
1900,"['Kennzeichen', 'TK']",4
1901,"['gisell', 'Bündch']",1
1902,['Darby'],1
1903,"['Gutes', 'Herz']",1
1904,"['Panzer', 'Tiger']",1
1905,['Ballert'],1
1906,['habibo'],9
1907,"['Mitternacht', '']",2
1908,"['', 'immer', '']",1
1909,['Santorini'],6
1910,"['Cordula', 'Grün']",11
1911,['Ballin'],8
1912,['Mercedes'],15
1913,['VVS'],1
1914,['Mythos'],1
1915,['hoch'],16
1916,['Melodien'],20
1917,['Flouz'],1
1918,"['', 'PS']",36
1919,"['Nike', 'Pullover']",5
1920,"['Sex', 'Tape']",4
1921,['Supernova'],1
1922,"['immer', 'sehn']",16
1923,"['Dior', '']",22
1924,['Facetime'],20
1925,['Fuego'],1
1926,['Risiko'],10
1927,['Vagabund'],12
1928,"['Chardonnay', 'Purple', 'Haze']",2
1929,['unterwegs'],29
1930,"['Hubba', 'Bubba']",1
1931,['BlaBla'],4
1932,['Mephisto'],3
1933,['Kokain'],15
1934,['UFF'],12
1935,['Oneway'],1
1936,['sekundenglück'],2
1937,['Inshallah'],4
1938,['Chaya'],1
1939,"['Bang', 'Bang']",1
1940,"['dear', 'Lord']",1
1941,['Prominent'],3
1942,"['Nummer', 'unterdrücken']",7
1943,['lernen'],2
1944,"['ja', 'Mann']",3
1945,['Kompanie'],3
1946,['Krimineller'],2
1947,['Prophezeit'],1
1948,['MDMA'],2
1949,['Alien'],18
1950,['Fightclub'],5
1951,['Standard'],20
1952,"['Push', 'It', 'To', 'The', 'Limit', 'Hoodtape', '']",1
1953,['Löwe'],1
1954,"['Tausend', 'Tattoos']",21
1955,"['Zone', '', '']",2
1956,"['selbst', 'verdienen']",1
1957,['Maybach'],2
1958,"['Trikot', 'Turin']",1
1959,"['Lass', 'mal']",2
1960,"['Schuß', 'fallen']",1
1961,['TGV'],3
1962,"['erster', 'Mal']",1
1963,['Project'],1
1964,"['', 'Land']",21
1965,['Cataleya'],14
1966,['Prominenz'],1
1967,['Gospel'],1
1968,['Perfekt'],7
1969,"['Traube', 'Minze']",1
1970,"['Baller', 'los']",20
1971,"['sagen', 'schon']",3
1972,['Nurmagomedow'],1
1973,"['Milliondollar', 'mil']",6
1974,['Farbe'],7
1975,['Zoey'],7
1976,['Benzema'],20
1977,['Regenbogenfarben'],8
1978,['Lelel'],9
1979,"['HaifischNikez', 'Allstar']",8
1980,"['Crack', 'Koks', 'Piece', 'Unternehmen']",3
1981,['Yapma'],19
1982,['Jaja'],11
1983,['niemalsantäuschen'],5
1984,"['Shem', 'Shem', 'Sex']",4
1985,['Warnung'],6
1986,"['Hobby', 'Hobby']",12
1987,"['Sonne', 'untergehen']",5
1988,['orbit'],2
1989,['Prinzessa'],16
1990,['Roadrunner'],12
1991,['Ferrari'],8
1992,"['', 'Minute']",9
1993,"['Hallo', 'hallo']",5
1994,['Kilo'],1
1995,"['nur', 'Tanz']",4
1996,['gib'],14
1997,"['nur', 'Grund']",1
1998,['DNA'],14
1999,['Leyla'],3
2000,['Khabib'],1
2001,"['Capital', 'Bra', 'je', 'appelle']",9
2002,['Frage'],6
2003,"['Viva', 'la', 'Dealer']",7
2004,['stell'],1
2005,['Kamehameha'],2
2006,"['Pam', 'pam']",1
2007,['Hop'],2
2008,"['Jay', 'Jay']",4
2009,['Buffon'],2
2010,"['Enes', 'Meral']",1
2011,"['Traum', 'wahr']",2
2012,"['Pass', 'liebst']",6
2013,['ticken'],10
2014,"['Kampfgeist', '']",2
2015,['Allee'],9
2016,"['Blackberry', 'Sky']",8
2017,"['Hardcore', 'High']",3
2018,"['Cherry', 'Lady']",13
2019,['Dunkel'],3
2020,"['Ya', 'salamen']",4
2021,['Affalterbach'],12
2022,['Mary'],21
2023,"['gut', 'Tag']",1
2024,"['Super', 'Lemon', 'Haze']",2
2025,['Bentley'],1
2026,['Glitza'],1
2027,['Vincent'],25
2028,['ICE'],3
2029,['Harami'],8
2030,"['Coco', 'Mama']",14
2031,['Klassik'],1
2032,['Blei'],10
2033,"['Shoot', 'ma', 'Shoot']",4
2034,"['Tu', 'appell']",4
2035,['Rolex'],12
2036,['Cabriolet'],1
2037,"['Click', 'Click']",1
2038,['Leg'],1
2039,['Steh'],2
2040,"['van', 'Vaart']",2
2041,"['schwarz', 'Lock']",1
2042,"['schon', 'ok']",1
2043,['Plaza'],1
2044,['Guadalajara'],1
2045,"['danken', 'Mensch']",1
2046,['Quarterback'],4
2047,['Radio'],5
2048,['Next'],4
2049,"['Mercy', 'Mercy']",2
2050,['Mosaik'],5
2051,"['FMFL', '', '']",1
2052,['Vermisse'],40
2053,"['Bella', 'Donna']",5
2054,['Souvenir'],1
2055,['Sinn'],10
2056,['Ghetto'],4
2057,['Nautilus'],10
2058,['Ausländer'],5
2059,['Puppe'],1
2060,['Sex'],9
2061,['Tattoo'],1
2062,"['weit', 'weg']",1
2063,['Zeig'],1
2064,['Perdono'],3
2065,"['', 'Shotz']",1
2066,"['Brot', 'Haus']",1
2067,['Fliegst'],4
2068,"['wieder', 'Lila']",19
2069,['Barrio'],6
2070,"['immer', 'Stras']",1
2071,['Sorry'],1
2072,"['Marlboro', 'Rot']",5
2073,['Vintage'],6
2074,['Buch'],2
2075,"['Weiss', 'noch']",1
2076,['Hermès'],1
2077,['Malediven'],3
2078,"['Irina', 'Shayk']",3
2079,['Badewanne'],3
2080,['NENENE'],4
2081,"['Michel', 'Vaillant']",1
2082,"['Hi', 'Babe']",7
2083,['Melatonin'],2
2084,['diamonds'],13
2085,"['Royal', 'Rumble']",6
2086,"['Live', 'Bitch']",1
2087,['Tilidin'],27
2088,"['machen', 'Para', '']",3
2089,['EFH'],3
2090,['Fahrer'],3
2091,['Autopilot'],1
2092,['Strassenband'],1
2093,['Money'],1
2094,['Shot'],8
2095,"['On', 'Off']",9
2096,"['', 'Round', 'Drum']",2
2097,"['jetzt', 'rufst']",13
2098,"['kOMm', 'hYPnOTizE']",2
2099,['Hellwach'],1
2100,['Zombie'],8
2101,"['Lass', 'gehn']",1
2102,['Raffaello'],3
2103,"['Bietigheim', 'Sunshine']",1
2104,['Honigtopf'],1
2105,['Babygirl'],2
2106,['Drama'],1
2107,['shoot'],1
2108,['Rapsuperstar'],1
2109,['Neptun'],5
2110,['Film'],3
2111,['Kadal'],2
2112,['Problem'],17
2113,['Bayram'],2
2114,['Nummer'],6
2115,['Kopf'],15
2116,"['Gucci', 'Girl']",1
2117,"['Money', 'Money']",2
2118,['Berlin'],7
2119,['Nokia'],1
2120,['Macarena'],2
2121,['echt'],1
2122,"['Leben', 'Tod']",3
2123,"['Run', 'Run', 'Run']",8
2124,"['Dream', 'Girl']",1
2125,['Rollerblades'],4
2126,['Lost'],18
2127,"['Olé', 'Olé']",3
2128,"['', 'mm', 'Bang']",1
2129,['Champion'],1
2130,['Shirinbae'],1
2131,['Name'],5
2132,['genauso'],9
2133,"['noch', 'kommen']",5
2134,['Brilli'],5
2135,['Roller'],78
2136,"['Intro', 'Résumé']",4
2137,['now'],1
2138,"['verlieben', 'Gangster', '']",2
2139,"['Up', 'Smoke']",7
2140,['High'],7
2141,['Primetime'],5
2142,"['Junior', 'Neymar']",3
2143,['Entourage'],1
2144,['Plan'],16
2145,['Huracan'],9
2146,['Tempomat'],1
2147,"['lieben', 'nur']",1
2148,['Genick'],8
2149,['stehen'],6
2150,['fulu'],1
2151,['Barcelona'],2
2152,"['Auge', 'Husky']",3
2153,"['Summer', 'Cem']",9
2154,['Ronin'],3
2155,"['', 'km']",33
2156,['Pyramide'],2
2157,['Adriana'],9
2158,['Hand'],1
2159,['Schau'],2
2160,"['Hash', 'Hash']",3
2161,"['Honda', 'Civic']",10
2162,"['QDH', 'Family']",1
2163,['Fabergé'],5
2164,['Moneyhoneydrip'],3
2165,"['bunt', 'Farbe']",1
2166,['Biturbo'],1
2167,"['Berlin', 'leben', 'nie', 'zuvor']",5
2168,"['Purple', 'Rain']",2
2169,"['Puta', 'madre']",8
2170,"['Rhythmus', 'gefangen']",3
2171,['Lowrider'],2
2172,['Kral'],1
2173,"['Feier', 'Regen']",1
2174,['tust'],21
2175,"['', 'Prolog']",1
2176,['Phantom'],6
2177,['normal'],4
2178,"['doch', 'Nacht']",13
2179,['Testo'],1
2180,['Karma'],12
2181,['Unnormal'],8
2182,"['sagen', '']",1
2183,['Beef'],2
2184,"['Grey', 'Goose']",1
2185,['YKKE'],1
2186,"['Kafa', 'Leyla']",3
2187,['Alphagenetik'],2
2188,['Skifahre'],18
2189,"['Ibis', 'Hotel']",1
2190,['Pompa'],2
2191,['Désolé'],5
2192,"['willkommen', 'Zuhaus']",1
2193,['Renegad'],1
2194,"['Bratan', 'bleiben']",6
2195,['Bietigheimication'],2
2196,['Athen'],1
2197,['Huli'],1
2198,['lügst'],1
2199,"['Mambo', 'No', '']",1
2200,['Standort'],1
2201,['Schlaf'],10
2202,['Colt'],9
2203,"['Himmel', 'grau']",2
2204,"['Casino', 'Royal']",6
2205,"['', 'BPM']",1
2206,"['nur', 'Info']",5
2207,['Star'],2
2208,['Tür'],6
2209,"['Puls', 'steigen']",1
2210,['Casino'],2
2211,"['My', 'Little', 'Sunshine']",1
2212,['Benzo'],3
2213,"['gehen', 'voran']",1
2214,['hol'],6
2215,"['nur', 'Dieb']",1
2216,['Kommunikation'],3
2217,['Ende'],8
2218,['Minute'],1
2219,['Genkidama'],1
2220,"['Mon', 'ami']",5
2221,['Alge'],1
2222,"['tun', 'schon', 'wieder', 'weh']",1
2223,['Ausgehe'],7
2224,"['Public', 'Enemies']",1
2225,['Weiss'],8
2226,['Binn'],2
2227,['Grind'],1
2228,['Schiebedach'],1
2229,"['Amex', 'Black']",2
2230,['Mios'],7
2231,['verkacken'],4
2232,['Revenge'],1
2233,"['Rich', 'Rich']",5
2234,"['Schuß', 'Regen']",3
2235,['Matrix'],8
2236,"['Lass', 'los']",5
2237,['Kamikaze'],1
2238,['Treppenhaus'],16
2239,"['', 'Cash']",4
2240,['YYY'],5
2241,"['Ching', 'Ching', 'Ching']",1
2242,['schlafen'],2
2243,"['', 'Uhr']",3
2244,"['Passt', 'gar']",1
2245,['Bolon'],1
2246,['Angst'],18
2247,['sip'],4
2248,['Remember'],1
2249,['Para'],1
2250,"['Bad', 'Girls', 'Good', 'Vibes']",4
2251,"['Teuer', 'Teuer']",1
2252,['Kämpferherz'],2
2253,['Quavo'],1
2254,"['Pust', 'weg']",5
2255,['Paris'],3
2256,['RADW'],1
2257,['Loco'],1
2258,"['Träne', 'Kajal']",11
2259,"['Angel', 'sippen']",8
2260,['Grund'],1
2261,['Crossover'],1
2262,"['What', 'Luv']",7
2263,['wach'],2
2264,"['würd', 'lügen']",14
2265,"['Sony', 'Pictures']",1
2266,"['flasch', 'Luft']",1
2267,['Cannabe'],1
2268,['Move'],2
2269,['BaeBae'],7
2270,"['Shotz', 'Fired']",5
2271,['lang'],4
2272,['Underdog'],1
2273,"['Final', 'Fantasy']",3
2274,['siehst'],10
2275,"['Fokus', 'Zukunft']",2
2276,['Dieb'],3
2277,['Goalgett'],1
2278,['Emotion'],21
2279,"['Weisser', 'Rauch']",13
2280,['übermorgen'],35
2281,['verdienen'],8
2282,['vieler'],5
2283,['Trendsetter'],4
2284,['Brechen'],1
2285,['Excel'],1
2286,"['Conan', 'Xenia']",3
2287,"['Te', 'amo', 'mi', 'Amor']",3
2288,['anders'],2
2289,"['Scheiss', 'drauf']",1
2290,"['gehen', 'nich', 'gibs', 'nich']",3
2291,['Modela'],1
2292,['Airwaves'],17
2293,"['Komm', 'kommen']",4
2294,['Rollercoaster'],1
2295,['Favela'],2
2296,['Sandmann'],5
2297,"['Bam', 'bam']",1
2298,['Bogota'],2
2299,"['wieder', 'mal']",1
2300,"['Hoe', 'Up', 'Down']",3
2301,['Boot'],12
2302,['rennen'],3
2303,['Benz'],21
2304,['Fly'],7
2305,['SKRR'],4
2306,['viel'],1
2307,"['Valla', 'nein']",4
2308,['KMDF'],1
2309,"['Jacob', 'Co']",1
2310,['Krank'],1
2311,['Hayat'],1
2312,['Hentai'],1
2313,"['Big', 'Body', 'Benz']",8
2314,['Kaiok'],1
2315,"['Déjàvus', 'Kopf']",1
2316,['Snowbunny'],1
2317,"['Ayo', 'Technology']",4
2318,"['wissen', 'mal', 'heißen']",5
2319,['Shakira'],1
2320,['SoSo'],1
2321,['MedMen'],3
2322,['Dopeboy'],1
2323,['XXL'],7
2324,['Bläulich'],20
2325,['Unbekannt'],2
2326,"['Gangster', 'Queen']",2
2327,['Sinaloa'],1
2328,"['Geh', 'Weg']",3
2329,['Tiefschwarz'],7
2330,['rufen'],11
2331,['Vertrau'],3
2332,"['Sin', 'City']",1
2333,['Cinderella'],6
2334,['Miskin'],2
2335,"['Blue', 'Jeans']",1
2336,"['anderer', 'Welt']",10
2337,"['International', 'Criminal']",4
2338,"['Oh', 'jung']",1
2339,"['Ma', 'Bae']",6
2340,"['Shit', 'Changed']",4
2341,['Lit'],1
2342,['Fastlane'],4
2343,['Signal'],1
2344,['Crispy'],1
2345,"['Tilidin', 'weg']",8
2346,"['Mario', 'Run']",2
2347,['QN'],2
2348,"['Morgen', 'pauken']",1
2349,['Perspektive'],1
2350,['Fall'],1
2351,['Xhep'],1
2352,"['Kristall', '']",1
2353,['Detail'],1
2354,['Playlist'],4
2355,"['To', 'The', 'Moon']",1
2356,"['Ma', 'vie']",1
2357,"['Frühstück', 'Paris']",11
2358,"['gar', 'Bock']",1
2359,['Sirene'],4
2360,"['Lebst', 'noch']",1
2361,"['Morning', 'Sun']",1
2362,"['Chrome', 'Hearts']",1
2363,"['Fuckst', 'nur']",7
2364,['Bad'],1
2365,['Beifahrersitz'],1
2366,"['Al', 'Qu', 'Damm']",1
2367,['Gigi'],1
2368,"['hinsetzen', 'anschnallen']",1
2369,"['Berlin', 'leben', 'immer', 'noch']",1
2370,"['zehnt', 'Etage']",1
2371,['Hobby'],4
2372,"['Papa', 'Hollywood']",1
2373,['Dicka'],2
2374,['Parkbank'],1
2375,"['einsam', 'Spitze']",3
2376,"['True', 'Romance']",2
2377,"['fast', 'Life', '']",2
2378,['Okay'],15
2379,['wow'],1
2380,['Checka'],8
2381,"['niemals', 'Tausend']",4
2382,['Elbe'],9
2383,"['Rohdiamant', '', '', '', '']",5
2384,['Zweifel'],2
2385,"['White', 'Nights']",1
2386,['Mailbox'],5
2387,['Geb'],15
2388,['TBC'],1
2389,['Rede'],1
2390,['Hennessy'],1
2391,['Iron'],1
2392,['Monet'],6
2393,['anklagen'],12
2394,['Rockstar'],2
2395,"['Achtung', 'Bielefeld']",1
2396,"['Million', 'Dollar']",1
2397,"['Coco', 'Chanel']",1
2398,['Jetski'],2
2399,['Amcaogle'],2
2400,"['sieben', 'Jahr']",1
2401,"['Tut', 'leid']",4
2402,['Kollektiv'],3
2403,"['Schöner', 'Tag']",1
2404,['Habibi'],4
2405,"['Onkelz', 'Poster']",2
2406,"['Battlefield', 'Freestyle']",1
2407,"['Sorry', 'Not', 'Sorry']",1
2408,"['mehr', 'fühlen']",1
2409,['Geisterstadt'],1
2410,['Kennst'],2
2411,"['Boden', 'bleiben']",1
2412,['Verlierer'],13
2413,['down'],3
2414,"['gestern', 'nix', 'heute', 'Star']",1
2415,"['', 'Final', 'Kill']",1
2416,['Gangster'],1
2417,"['Tag', 'Sonntag']",1
2418,['Trance'],1
2419,"['bitte', 'geh']",2
2420,['Hyäne'],1
2421,"['Ka', 'je']",1
2422,['Shawty'],6
2423,['Kaktus'],1
2424,"['Centre', 'Court']",2
2425,"['Blutige', 'Träne', 'Rockstar']",1
2426,"['Istanbul', 'Freestyle']",1
2427,"['jung', 'Ceos']",1
2428,['Highway'],6
2429,['Lonely'],7
2430,['mal'],1
2431,"['Suicide', 'Door']",2
2432,['Fahrrad'],2
2433,['Spotlight'],1
2434,"['Birkin', 'Bag']",1
2435,['recht'],1
2436,['Fantasie'],1
2437,"['Rap', 'Hass']",1
2438,"['Vija', 'vijan']",2
2439,"['bringen', 'Mart']",8
2440,['Goldjunge'],1
2441,['Hell'],3
2442,['Rapkiller'],3
2443,['Hugs'],3
2444,['subwoofer'],1
2445,['Friendzone'],1
2446,['dope'],1
